                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.8083,                 1.7247,                 1.4498,                0.35588,                0.20207,                 0.1968,                0.08935,                  2.697,                 2.9179,                 1.9987,             0.00062713,             0.00062713,             0.00062713
                    154,                 1.8891,                 1.6895,                 1.4779,                0.65771,                0.23854,                0.26126,                0.09429,                  2.687,                 2.7317,                 2.0409,               0.000623,               0.000623,               0.000623
                    155,                 1.8258,                 1.6565,                  1.442,                0.30417,                  0.237,                0.23454,                0.07874,                 2.7287,                 2.8252,                 2.1018,             0.00061887,             0.00061887,             0.00061887
                    156,                 1.8481,                   1.74,                 1.4505,                0.33332,                0.27358,                0.19912,                0.07197,                 2.7308,                 2.9257,                 2.0359,             0.00061475,             0.00061475,             0.00061475
                    157,                 1.8119,                 1.6391,                 1.4087,                0.47218,                0.27791,                0.26919,                0.09745,                 2.7112,                 2.7441,                 2.0001,             0.00061062,             0.00061062,             0.00061062
                    158,                 1.7707,                 1.5878,                 1.3901,                0.29076,                0.19808,                0.19545,                0.06475,                 2.8213,                 3.0615,                 2.1014,              0.0006065,              0.0006065,              0.0006065
                    159,                  1.828,                 1.6187,                 1.4011,                0.27932,                0.21603,                0.16418,                0.05967,                 2.7662,                 2.9177,                 2.0965,             0.00060238,             0.00060238,             0.00060238
                    160,                 1.7828,                 1.6321,                 1.3943,                0.32279,                0.25704,                0.21106,                0.07437,                 2.7334,                 2.8149,                 2.0316,             0.00059825,             0.00059825,             0.00059825
                    161,                 1.7924,                 1.5918,                 1.4053,                0.69837,                0.13919,                0.19553,                0.07542,                 2.6989,                 2.8552,                 2.0019,             0.00059413,             0.00059413,             0.00059413
                    162,                 1.7866,                 1.6172,                 1.4252,                0.27404,                 0.2472,                 0.2129,                0.07762,                 2.7393,                 2.8988,                 2.0739,                0.00059,                0.00059,                0.00059
                    163,                 1.7955,                 1.6145,                  1.411,                 0.4634,                0.26176,                0.26216,                0.08458,                 2.6663,                 2.7044,                 2.0849,             0.00058588,             0.00058588,             0.00058588
                    164,                  1.744,                 1.5808,                 1.3902,                0.36843,                0.21395,                0.22916,                 0.0852,                 2.6588,                 2.9072,                 1.9955,             0.00058175,             0.00058175,             0.00058175
                    165,                 1.7372,                 1.5908,                 1.4007,                 0.6694,                0.21872,                0.22244,                0.09123,                 2.6734,                 2.7702,                 2.0246,             0.00057763,             0.00057763,             0.00057763
                    166,                 1.8253,                 1.6146,                 1.4496,                0.23434,                0.19733,                0.18065,                0.06477,                  2.729,                 2.9837,                  2.085,              0.0005735,              0.0005735,              0.0005735
                    167,                 1.7608,                 1.5853,                 1.3906,                0.24982,                0.18885,                 0.1553,                 0.0628,                 2.7572,                 2.7327,                 2.1204,             0.00056938,             0.00056938,             0.00056938
                    168,                 1.7379,                 1.5654,                 1.3896,                0.63143,                0.17533,                0.19501,                0.07119,                 2.7389,                 2.9493,                 2.0452,             0.00056525,             0.00056525,             0.00056525
                    169,                 1.7337,                 1.5659,                  1.388,                0.72006,                0.19176,                0.21976,                0.08707,                 2.6997,                  2.634,                 2.0399,             0.00056112,             0.00056112,             0.00056112
                    170,                 1.7452,                 1.5716,                 1.3762,                0.40067,                0.19151,                0.20568,                0.09252,                 2.7116,                 2.7808,                 1.9552,               0.000557,               0.000557,               0.000557
                    171,                 1.7508,                 1.5445,                 1.3857,                0.23465,                0.23938,                0.18757,                0.07857,                 2.6697,                 2.5816,                 2.0239,             0.00055287,             0.00055287,             0.00055287
                    172,                 1.7384,                 1.5271,                 1.3893,                0.27282,                0.23994,                0.19985,                0.08699,                 2.7588,                 2.7085,                 2.0658,             0.00054875,             0.00054875,             0.00054875
                    173,                 1.6993,                 1.4657,                 1.3621,                0.32298,                0.21137,                0.22228,                 0.0927,                 2.6997,                 2.7392,                 2.0732,             0.00054463,             0.00054463,             0.00054463
                    174,                 1.7217,                 1.4755,                 1.3579,                 0.2535,                 0.2521,                0.22416,                0.07997,                 2.7021,                 2.6316,                 2.0548,              0.0005405,              0.0005405,              0.0005405
                    175,                 1.7149,                 1.4166,                 1.3574,                0.24875,                0.21671,                0.20194,                0.07143,                 2.7483,                 2.6278,                 2.0709,             0.00053638,             0.00053638,             0.00053638
                    176,                 1.7163,                 1.5484,                 1.3736,                  0.317,                0.23233,                0.21584,                0.06736,                 2.7813,                 2.7666,                 2.1105,             0.00053225,             0.00053225,             0.00053225
                    177,                 1.6675,                 1.4603,                 1.3705,                0.34496,                0.20377,                0.16802,                 0.0607,                 2.7891,                 2.8564,                 2.1387,             0.00052812,             0.00052812,             0.00052812
                    178,                 1.7016,                 1.4501,                 1.4059,                0.25687,                0.19676,                0.17905,                0.05359,                 2.7982,                 3.0351,                 2.1566,               0.000524,               0.000524,               0.000524
                    179,                 1.7227,                 1.4995,                 1.3639,                0.36775,                0.21582,                 0.2225,                0.07741,                 2.7605,                 2.8598,                  2.086,             0.00051988,             0.00051988,             0.00051988
                    180,                 1.6307,                 1.4243,                 1.3465,                0.33308,                0.30038,                0.26079,                0.11495,                  2.693,                 2.7458,                 2.0829,             0.00051575,             0.00051575,             0.00051575
                    181,                 1.6411,                 1.3668,                 1.3381,                0.38504,                0.23602,                   0.23,                0.06017,                 2.7995,                 3.0543,                 2.0681,             0.00051163,             0.00051163,             0.00051163
                    182,                 1.6602,                 1.4079,                 1.3579,                0.35973,                0.27076,                0.26071,                0.10658,                 2.6473,                 2.6586,                 2.0304,              0.0005075,              0.0005075,              0.0005075
                    183,                 1.6945,                 1.4911,                 1.3515,                0.37785,                0.23096,                0.22852,                0.07572,                 2.7618,                 2.9322,                 2.0364,             0.00050337,             0.00050337,             0.00050337
                    184,                 1.6783,                 1.4264,                 1.3423,                0.43017,                0.29368,                0.25791,                0.08259,                 2.7327,                 2.7024,                 2.0205,             0.00049925,             0.00049925,             0.00049925
                    185,                 1.6614,                 1.4293,                 1.3366,                0.38089,                0.24857,                0.22674,                0.09851,                 2.7046,                 2.6519,                 2.0492,             0.00049513,             0.00049513,             0.00049513
                    186,                  1.648,                 1.3575,                  1.318,                 0.3409,                0.28157,                0.23712,                0.08917,                 2.6738,                 2.7579,                  2.018,               0.000491,               0.000491,               0.000491
                    187,                 1.6817,                 1.3988,                 1.3709,                0.34949,                0.22025,                 0.2317,                0.09681,                   2.67,                 2.6632,                 2.0267,             0.00048687,             0.00048687,             0.00048687
                    188,                 1.6663,                 1.4059,                 1.3613,                0.36019,                0.27342,                0.21788,                0.07164,                 2.7547,                 2.6434,                 2.0964,             0.00048275,             0.00048275,             0.00048275
                    189,                  1.672,                 1.4259,                 1.3182,                0.29647,                0.29046,                0.23154,                0.09563,                 2.8148,                 2.8055,                 2.0893,             0.00047863,             0.00047863,             0.00047863
                    190,                 1.7077,                 1.4136,                 1.3437,                0.36433,                0.28214,                 0.2644,                0.08532,                  2.857,                 2.7247,                 2.2275,              0.0004745,              0.0004745,              0.0004745
                    191,                  1.681,                 1.4205,                 1.3341,                0.45735,                0.25175,                0.25206,                0.09317,                   2.73,                 2.6452,                 2.0922,             0.00047038,             0.00047038,             0.00047038
                    192,                 1.6377,                 1.3498,                 1.3304,                0.35647,                0.28187,                0.26257,                0.08662,                 2.7456,                 2.6793,                  2.071,             0.00046625,             0.00046625,             0.00046625
                    193,                 1.6306,                 1.3312,                 1.3338,                 0.2854,                0.23476,                0.22625,                0.07982,                 2.7999,                 2.7287,                 2.1198,             0.00046212,             0.00046212,             0.00046212
                    194,                 1.6347,                 1.4028,                 1.3179,                0.35091,                0.28897,                0.23054,                0.09057,                 2.7421,                 2.7272,                 2.0894,               0.000458,               0.000458,               0.000458
                    195,                 1.5676,                 1.3026,                 1.2612,                0.38226,                0.19676,                 0.1817,                0.05995,                  2.868,                 2.8804,                 2.1346,             0.00045388,             0.00045388,             0.00045388
                    196,                 1.5962,                  1.353,                 1.2858,                0.28146,                0.21679,                0.20914,                0.06853,                 2.8526,                 2.9515,                 2.2205,             0.00044975,             0.00044975,             0.00044975
                    197,                 1.6153,                 1.3839,                 1.3337,                0.31316,                0.26116,                0.23875,                0.08986,                 2.8306,                 2.9679,                 2.2052,             0.00044563,             0.00044563,             0.00044563
                    198,                 1.6837,                  1.381,                 1.3287,                0.32156,                0.21105,                0.20961,                0.08827,                 2.7294,                  2.675,                 2.0997,              0.0004415,              0.0004415,              0.0004415
                    199,                 1.5919,                 1.3267,                 1.2889,                0.27505,                0.28991,                 0.2493,                  0.087,                 2.7967,                 2.8021,                 2.0839,             0.00043738,             0.00043738,             0.00043738
                    200,                 1.6246,                 1.3865,                   1.32,                0.21945,                0.27272,                0.20103,                0.09858,                 2.8219,                 2.7578,                 2.1635,             0.00043325,             0.00043325,             0.00043325
                    201,                 1.5854,                 1.3051,                 1.2969,                0.19931,                0.24971,                 0.1779,                0.06485,                 2.7689,                 2.7593,                 2.1375,             0.00042912,             0.00042912,             0.00042912
                    202,                 1.5897,                 1.3195,                 1.3226,                0.26327,                0.25784,                0.18483,                0.07238,                 2.7744,                 2.8923,                 2.1248,               0.000425,               0.000425,               0.000425
                    203,                 1.5745,                 1.3121,                 1.2989,                 0.4353,                0.23479,                0.25513,                0.10349,                 2.8015,                 2.7508,                 2.1163,             0.00042087,             0.00042087,             0.00042087
                    204,                 1.5914,                  1.337,                 1.3047,                0.35125,                0.28684,                0.24453,                0.09763,                 2.6857,                 2.6819,                 2.0567,             0.00041675,             0.00041675,             0.00041675
                    205,                 1.6066,                 1.3361,                 1.3208,                0.26526,                0.27668,                0.23167,                0.10927,                 2.7801,                  2.717,                  2.089,             0.00041263,             0.00041263,             0.00041263
                    206,                 1.5606,                 1.2833,                 1.3012,                 0.6408,                0.17323,                0.21419,                  0.087,                 2.7307,                 2.7412,                 2.0869,              0.0004085,              0.0004085,              0.0004085
                    207,                 1.5312,                 1.2517,                 1.2727,                0.35613,                0.26397,                0.25812,                 0.0894,                 2.7646,                 2.6778,                 2.1159,             0.00040438,             0.00040438,             0.00040438
                    208,                 1.5659,                 1.3059,                 1.2814,                0.34806,                0.23284,                0.21142,                0.08923,                 2.7514,                 2.7509,                 2.0759,             0.00040025,             0.00040025,             0.00040025
                    209,                 1.6054,                 1.3079,                 1.3039,                0.23347,                0.23801,                0.18563,                 0.0549,                 2.8053,                 2.9384,                 2.1401,             0.00039613,             0.00039613,             0.00039613
                    210,                 1.5114,                 1.2319,                   1.28,                0.33277,                0.33607,                0.26979,                 0.1011,                 2.7832,                 2.6623,                 2.1168,               0.000392,               0.000392,               0.000392
                    211,                 1.5592,                 1.2653,                 1.2658,                0.35758,                0.30206,                0.24802,                0.07795,                 2.8912,                 2.8034,                 2.2169,             0.00038788,             0.00038788,             0.00038788
                    212,                  1.542,                 1.2919,                  1.277,                 0.3037,                0.18544,                 0.1503,                0.04971,                 2.8486,                 3.0715,                  2.139,             0.00038375,             0.00038375,             0.00038375
                    213,                 1.5227,                 1.2475,                 1.2962,                0.37271,                0.22951,                0.20565,                 0.0952,                 2.7505,                 2.5213,                 2.1468,             0.00037962,             0.00037962,             0.00037962
                    214,                 1.5277,                 1.2372,                 1.2557,                0.32058,                0.28344,                0.24251,                0.08303,                 2.7995,                 2.6414,                 2.1807,              0.0003755,              0.0003755,              0.0003755
                    215,                 1.5388,                 1.2676,                  1.259,                0.33026,                0.31758,                0.23651,                0.10034,                 2.8115,                 2.6656,                 2.1182,             0.00037138,             0.00037138,             0.00037138
                    216,                 1.4908,                 1.2055,                 1.2572,                0.27552,                  0.201,                0.17853,                0.06957,                 2.8319,                 2.7885,                 2.1752,             0.00036725,             0.00036725,             0.00036725
                    217,                 1.4993,                 1.2266,                 1.2426,                0.35829,                0.22171,                0.19489,                0.08627,                 2.7333,                 2.7895,                 2.0575,             0.00036313,             0.00036313,             0.00036313
                    218,                 1.5108,                 1.2165,                 1.2476,                0.34397,                0.22716,                0.23098,                0.08977,                 2.7908,                 2.7571,                 2.0922,               0.000359,               0.000359,               0.000359
                    219,                 1.5287,                 1.2536,                 1.2881,                0.23046,                0.25262,                0.20525,                0.08665,                 2.7141,                 2.7081,                  2.049,             0.00035487,             0.00035487,             0.00035487
                    220,                 1.5441,                 1.2504,                 1.2536,                0.28258,                0.29372,                0.18418,                0.06258,                 2.7778,                 2.8685,                 2.0941,             0.00035075,             0.00035075,             0.00035075
                    221,                 1.5439,                 1.2321,                 1.2751,                0.35249,                0.26297,                0.24202,                0.11608,                 2.7473,                 2.6651,                 2.0856,             0.00034663,             0.00034663,             0.00034663
                    222,                 1.5117,                 1.1992,                 1.2514,                0.28779,                0.27534,                 0.2445,                0.10432,                 2.8417,                 2.8532,                 2.1195,              0.0003425,              0.0003425,              0.0003425
                    223,                 1.5039,                 1.1746,                 1.2175,                0.32856,                0.22944,                0.21741,                0.08228,                 2.8277,                 2.8132,                 2.0722,             0.00033838,             0.00033838,             0.00033838
                    224,                 1.4694,                 1.1954,                 1.2331,                0.36064,                0.18017,                0.19465,                0.07927,                 2.8046,                 2.8505,                 2.1356,             0.00033425,             0.00033425,             0.00033425
                    225,                 1.3907,                 1.1047,                 1.1928,                 0.2588,                0.28714,                0.19672,                0.09253,                 2.8182,                 2.8453,                 2.1735,             0.00033013,             0.00033013,             0.00033013
                    226,                 1.4319,                   1.13,                 1.2193,                0.33366,                0.25069,                0.21015,                0.09662,                 2.8042,                 2.8239,                 2.1644,               0.000326,               0.000326,               0.000326
                    227,                 1.4981,                 1.1817,                 1.2209,                0.39563,                0.28517,                0.21653,                0.09994,                 2.8007,                 2.7178,                 2.1489,             0.00032188,             0.00032188,             0.00032188
                    228,                 1.4956,                 1.2048,                 1.2369,                0.43968,                0.19543,                0.22282,                0.08915,                 2.8299,                 2.6433,                 2.1811,             0.00031775,             0.00031775,             0.00031775
                    229,                 1.4668,                 1.1898,                 1.2493,                0.47093,                0.21585,                0.21481,                0.10667,                  2.765,                  2.803,                 2.1184,             0.00031362,             0.00031362,             0.00031362
                    230,                 1.4519,                 1.2012,                  1.274,                0.33248,                0.22252,                0.24485,                0.12232,                 2.7068,                 2.6647,                 2.0665,              0.0003095,              0.0003095,              0.0003095
                    231,                 1.5054,                   1.21,                 1.2499,                0.35825,                0.23256,                0.24006,                0.10426,                 2.7281,                 2.6935,                 2.0822,             0.00030538,             0.00030538,             0.00030538
                    232,                 1.4463,                  1.185,                 1.2248,                0.38494,                0.29194,                 0.2434,                0.09462,                 2.7285,                  2.651,                 2.1286,             0.00030125,             0.00030125,             0.00030125
                    233,                 1.4278,                 1.1456,                 1.2435,                0.42314,                0.27249,                0.23145,                0.08921,                 2.7629,                 2.6963,                 2.1107,             0.00029713,             0.00029713,             0.00029713
                    234,                 1.4337,                 1.1577,                 1.2574,                0.25243,                0.27846,                0.22985,                 0.1011,                 2.7773,                   2.78,                 2.1501,               0.000293,               0.000293,               0.000293
                    235,                 1.4801,                  1.159,                 1.2275,                0.35221,                0.27342,                0.22552,                 0.0943,                  2.768,                 2.7731,                 2.1119,             0.00028888,             0.00028888,             0.00028888
                    236,                 1.5241,                   1.21,                 1.3061,                0.36597,                0.28193,                0.23585,                0.09095,                 2.7611,                 2.7318,                  2.106,             0.00028475,             0.00028475,             0.00028475
                    237,                  1.467,                 1.1693,                 1.2311,                0.26025,                 0.2451,                0.20581,                0.08039,                 2.7818,                 2.7628,                  2.133,             0.00028063,             0.00028063,             0.00028063
                    238,                 1.4709,                 1.1878,                 1.2263,                 0.3797,                 0.2058,                0.23435,                0.10313,                  2.722,                 2.6902,                 2.0882,              0.0002765,              0.0002765,              0.0002765
                    239,                 1.4972,                 1.1561,                 1.2246,                 0.4044,                0.25069,                0.26725,                0.10202,                 2.8317,                 2.7209,                 2.1757,             0.00027237,             0.00027237,             0.00027237
                    240,                 1.4184,                 1.0973,                 1.2026,                0.38829,                0.16322,                0.17902,                0.07412,                 2.7702,                 2.9866,                 2.1248,             0.00026825,             0.00026825,             0.00026825
                    241,                  1.396,                 1.1238,                 1.1872,                0.31188,                0.26998,                 0.2519,                0.10086,                 2.7225,                 2.6774,                 2.0949,             0.00026413,             0.00026413,             0.00026413
                    242,                 1.3813,                 1.1055,                 1.1928,                0.22969,                0.21137,                 0.1958,                0.06019,                 2.8704,                 2.8685,                 2.2179,                0.00026,                0.00026,                0.00026
                    243,                 1.4038,                  1.072,                 1.1724,                0.27806,                0.23841,                0.20858,                0.09452,                 2.7858,                 2.6825,                 2.1353,             0.00025587,             0.00025587,             0.00025587
                    244,                 1.4341,                 1.1215,                 1.1999,                0.31675,                0.24782,                 0.2341,                0.09694,                 2.8076,                 2.7712,                 2.1589,             0.00025175,             0.00025175,             0.00025175
                    245,                 1.3695,                 1.0663,                 1.1745,                0.30486,                0.30323,                0.23534,                0.08224,                  2.869,                 2.8925,                 2.2127,             0.00024762,             0.00024762,             0.00024762
                    246,                 1.4644,                 1.1455,                 1.2357,                0.25329,                0.23035,                0.20155,                0.07777,                 2.7676,                 2.7184,                 2.1188,              0.0002435,              0.0002435,              0.0002435
                    247,                 1.3962,                 1.0998,                 1.1794,                0.34373,                0.25727,                0.21256,                0.08611,                 2.7862,                 2.7473,                 2.1723,             0.00023938,             0.00023938,             0.00023938
                    248,                 1.3813,                 1.0991,                 1.2108,                 0.4291,                0.29289,                0.24826,                0.10885,                 2.7999,                 2.7376,                 2.1553,             0.00023525,             0.00023525,             0.00023525
                    249,                 1.4269,                 1.1013,                 1.2086,                0.37301,                0.27571,                0.25662,                  0.101,                 2.8182,                 2.7358,                 2.2137,             0.00023112,             0.00023112,             0.00023112
                    250,                 1.4302,                 1.0916,                 1.2135,                0.42683,                0.26694,                0.26571,                0.11398,                 2.7713,                 2.6997,                 2.1336,               0.000227,               0.000227,               0.000227
                    251,                 1.4041,                 1.1178,                 1.2043,                0.29702,                0.30178,                0.24098,                0.08367,                 2.7961,                 2.7162,                 2.1165,             0.00022288,             0.00022288,             0.00022288
                    252,                   1.37,                  1.109,                 1.2182,                0.37948,                0.25752,                0.24697,                0.08287,                 2.7972,                 2.7475,                 2.2171,             0.00021875,             0.00021875,             0.00021875
                    253,                 1.3534,                 1.0583,                 1.2089,                0.31319,                0.24068,                0.21274,                0.10171,                 2.7884,                 2.7147,                 2.1901,             0.00021462,             0.00021462,             0.00021462
                    254,                 1.3576,                 1.0549,                 1.1739,                0.45068,                0.18685,                0.22015,                0.10047,                 2.7802,                 2.6792,                 2.1733,              0.0002105,              0.0002105,              0.0002105
                    255,                 1.3732,                 1.1286,                 1.1829,                0.27824,                0.23643,                0.20735,                0.07865,                 2.8213,                 2.7519,                 2.1555,             0.00020637,             0.00020637,             0.00020637
                    256,                 1.3338,                 1.0481,                 1.1775,                0.35217,                0.29543,                0.28863,                0.10924,                 2.7334,                 2.6412,                 2.1278,             0.00020225,             0.00020225,             0.00020225
                    257,                 1.3479,                 1.0988,                 1.2076,                0.37076,                0.32836,                0.28117,                 0.1227,                 2.7659,                 2.6367,                 2.1739,             0.00019813,             0.00019813,             0.00019813
                    258,                 1.3673,                 1.0817,                 1.1704,                0.40567,                0.23434,                0.24601,                0.11178,                 2.7591,                 2.6973,                 2.1588,               0.000194,               0.000194,               0.000194
                    259,                 1.3688,                 1.0675,                 1.1888,                0.39637,                0.34141,                0.29283,                0.10882,                 2.7681,                 2.6235,                  2.193,             0.00018987,             0.00018987,             0.00018987
                    260,                 1.3398,                 1.0438,                 1.1581,                0.28163,                0.22797,                0.20434,                0.08844,                 2.7938,                 2.7999,                 2.1578,             0.00018575,             0.00018575,             0.00018575
                    261,                 1.3383,                 1.0348,                 1.1803,                0.29586,                0.28163,                0.22515,                0.09834,                   2.76,                 2.8009,                 2.0986,             0.00018163,             0.00018163,             0.00018163
                    262,                 1.3444,                 1.0747,                 1.1671,                0.35195,                0.32816,                0.27039,                0.11296,                 2.7281,                 2.7109,                  2.082,              0.0001775,              0.0001775,              0.0001775
                    263,                 1.3783,                 1.0857,                 1.1804,                 0.3943,                0.26998,                0.27582,                0.11978,                 2.7622,                 2.6652,                 2.1477,             0.00017338,             0.00017338,             0.00017338
                    264,                 1.3402,                 1.0374,                 1.1714,                0.35718,                0.23355,                0.23687,                0.11256,                 2.7667,                 2.7354,                 2.1343,             0.00016925,             0.00016925,             0.00016925
                    265,                 1.3261,                 1.0332,                 1.1768,                0.37625,                0.21102,                0.21691,                0.09655,                 2.7581,                 2.8165,                 2.1321,             0.00016512,             0.00016512,             0.00016512
                    266,                 1.3705,                 1.0621,                 1.1695,                0.26082,                0.23831,                0.21913,                0.09087,                 2.8184,                 2.7933,                  2.183,               0.000161,               0.000161,               0.000161
                    267,                 1.3499,                 1.0604,                 1.1947,                0.33946,                0.23935,                0.23948,                0.09741,                 2.8027,                 2.7619,                 2.1733,             0.00015688,             0.00015688,             0.00015688
                    268,                 1.3304,                0.99529,                 1.1618,                0.31158,                0.27349,                0.22389,                0.09128,                 2.8436,                 2.7933,                 2.1673,             0.00015275,             0.00015275,             0.00015275
                    269,                 1.3192,                 1.0228,                 1.1776,                0.31273,                0.25073,                0.23102,                0.09703,                 2.8131,                 2.8614,                 2.1708,             0.00014862,             0.00014862,             0.00014862
                    270,                  1.369,                 1.0767,                 1.1675,                0.28213,                0.33151,                0.26753,                0.11113,                 2.7788,                 2.7564,                 2.1598,              0.0001445,              0.0001445,              0.0001445
                    271,                  1.339,                 1.0303,                 1.1881,                0.35988,                 0.3355,                0.27938,                0.11008,                 2.8526,                 2.7358,                 2.2168,             0.00014038,             0.00014038,             0.00014038
                    272,                 1.2772,                 1.0171,                 1.1257,                0.30912,                0.27944,                0.23775,                0.09958,                 2.7672,                 2.7759,                 2.1354,             0.00013625,             0.00013625,             0.00013625
                    273,                 1.3724,                 1.0521,                 1.1955,                0.29788,                0.18888,                0.19434,                0.08385,                 2.8131,                 2.8688,                 2.1804,             0.00013212,             0.00013212,             0.00013212
                    274,                 1.3648,                 1.0468,                 1.1756,                0.34587,                0.35455,                 0.2773,                 0.1122,                 2.8334,                 2.7257,                 2.2108,               0.000128,               0.000128,               0.000128
                    275,                 1.3304,                 1.0599,                 1.1855,                0.33562,                0.30199,                 0.2748,                0.10634,                 2.8331,                 2.7617,                 2.1855,             0.00012387,             0.00012387,             0.00012387
                    276,                 1.3048,                 1.0101,                 1.1772,                0.24395,                0.27113,                0.20027,                0.08636,                 2.8308,                 2.8037,                 2.1838,             0.00011975,             0.00011975,             0.00011975
                    277,                 1.3204,                 1.0298,                 1.1806,                0.28235,                0.26074,                0.21274,                0.08452,                  2.831,                 2.8392,                 2.2045,             0.00011563,             0.00011563,             0.00011563
                    278,                  1.307,                 1.0395,                 1.1781,                 0.3347,                0.27633,                0.27168,                 0.1129,                 2.8304,                 2.7224,                 2.1938,              0.0001115,              0.0001115,              0.0001115
                    279,                 1.4175,                 1.0924,                    1.2,                0.27065,                0.30137,                 0.2459,                0.10383,                 2.8501,                 2.7684,                 2.2225,             0.00010737,             0.00010737,             0.00010737
                    280,                 1.2793,                0.98402,                 1.1361,                0.26059,                 0.3235,                0.24058,                0.09707,                  2.814,                 2.7537,                  2.194,             0.00010325,             0.00010325,             0.00010325
                    281,                 1.3127,                 1.0134,                 1.1573,                0.32867,                0.27291,                0.24965,                0.10535,                  2.778,                 2.7412,                 2.1525,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    282,                 1.2996,                0.98135,                 1.1413,                 0.3329,                0.31093,                0.27295,                0.11017,                 2.7892,                 2.7216,                 2.1761,                9.5e-05,                9.5e-05,                9.5e-05
                    283,                 1.2832,                0.99748,                 1.1735,                0.32959,                0.24649,                0.24422,                0.09931,                 2.7845,                 2.7484,                 2.1937,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    284,                 1.3108,                 1.0126,                 1.1384,                0.24434,                0.21476,                0.19778,                0.08169,                 2.8347,                 2.8708,                 2.2112,              8.675e-05,              8.675e-05,              8.675e-05
                    285,                 1.2663,                0.97724,                 1.1457,                 0.3137,                0.27871,                0.22739,                0.09168,                 2.7832,                 2.8056,                 2.1818,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    286,                 1.2778,                0.97727,                 1.1416,                0.32224,                0.31316,                0.24798,                0.10169,                 2.7997,                 2.7797,                 2.1739,               7.85e-05,               7.85e-05,               7.85e-05
                    287,                 1.2239,                0.94176,                 1.1212,                0.35698,                0.23353,                0.24127,                0.10316,                 2.8337,                 2.7673,                 2.1937,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    288,                 1.2973,                  1.019,                 1.1679,                0.24226,                0.27812,                0.21924,                0.08321,                  2.841,                 2.7873,                 2.1962,              7.025e-05,              7.025e-05,              7.025e-05
                    289,                 1.2579,                 1.0078,                 1.1678,                0.27948,                0.28448,                0.21976,                0.08981,                 2.8359,                 2.8711,                 2.1708,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    290,                 1.2993,                0.98498,                 1.1453,                0.31611,                0.29207,                0.24079,                0.09618,                 2.8108,                  2.854,                 2.1426,                6.2e-05,                6.2e-05,                6.2e-05
                    291,                 1.3859,                 1.0982,                 1.2398,                0.38793,                0.29327,                0.26454,                0.10259,                 2.8006,                 2.7791,                 2.1823,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    292,                 1.2906,                0.98998,                 1.1769,                0.34938,                0.30332,                0.25489,                0.09861,                 2.8427,                 2.7693,                 2.2709,              5.375e-05,              5.375e-05,              5.375e-05
                    293,                 1.2194,                0.93705,                 1.1729,                0.34601,                0.31603,                0.24717,                0.09344,                 2.8584,                 2.8492,                 2.2799,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    294,                 1.2239,                0.92318,                 1.1436,                0.31272,                0.25206,                0.22587,                0.09326,                 2.8745,                 2.8731,                 2.2945,               4.55e-05,               4.55e-05,               4.55e-05
                    295,                  1.149,                0.85141,                  1.106,                0.36002,                0.27766,                 0.2357,                 0.0921,                 2.8845,                 2.8539,                 2.2866,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    296,                 1.2079,                0.90488,                 1.1542,                0.36617,                0.29062,                0.24386,                0.09332,                 2.8784,                 2.8987,                 2.2755,              3.725e-05,              3.725e-05,              3.725e-05
                    297,                 1.1761,                0.89298,                 1.1336,                0.31676,                0.29327,                0.23815,                0.09625,                 2.8688,                 2.8917,                 2.2866,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    298,                 1.1988,                0.91334,                 1.1431,                0.30677,                0.28128,                0.23363,                0.08889,                 2.8678,                 2.8894,                 2.3151,                2.9e-05,                2.9e-05,                2.9e-05
                    299,                 1.1891,                0.92352,                 1.1077,                0.32913,                0.22841,                 0.2192,                0.08317,                  2.861,                 2.9192,                 2.2967,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    300,                 1.1834,                0.88549,                 1.1473,                0.35963,                0.21886,                 0.2158,                0.08362,                 2.8643,                 2.9333,                 2.2807,              2.075e-05,              2.075e-05,              2.075e-05
